0  -7.4 3290929.393
1  27.88 12398322.09
2  -70.904 31531582.07
3  136.5424 60721216.67
4  -211.967552 94263485.21
5  275.9463808 122715097.4
6  -309.5503386 137659201.7
7  305.2212168 135733812.4
8  -268.5655682 119433000.8
9  213.4153312 94907122.27
10  -154.6428102 68770789.89
11  102.9978888 45803748.62
12  -63.47763978 28229030.11
13  36.40767735 16190637.13
14  -19.52810024 8684376.522
15  9.838182995 4375005.646
16  -4.67221578 2077865.543
17  2.099303649 933474.3449
18  -0.8944207302 397854.8688
19  0.3629435089 161303.401
20  -0.1400021867 62359.90693
21  0.05203162432 23038.81063
22  -0.0181024632 8150.286216
23  0.006444467429 2765.897681
24  -0.001803301263 901.9401083
25  0.0008613624683 283.0536391
26  3.235597414e-05 85.61108233
27  0.0002810579224 24.98833409
28  0.0002090201167 7.047358944
29  0.0002291907023 1.922635105
30  0.0002237251243 0.5079439273
31  0.0002251598385 0.1300830688
32  0.0002247946385 0.03232380295
33  0.0002248848644 0.00780024771
34  0.0002248632102 0.001829524449
35  0.0002248682628 0.0004174223878
36  0.0002248671157 9.269527246e-05
37  0.0002248673693 2.006757877e-05
38  0.0002248673147 4.219804568e-06
39  0.0002248673262 8.805459329e-07
40  0.0002248673238 1.644039284e-07
41  0.0002248673243 4.458604867e-08
42  0.0002248673242 3.760098088e-09
43  0.0002248673242 1.155414451e-08
44  0.0002248673242 1.009925103e-08
45  0.0002248673242 1.03649288e-08
46  0.0002248673242 1.031744889e-08
47  0.0002248673242 1.032575396e-08
48  0.0002248673242 1.032433161e-08
49  0.0002248673242 1.032457268e-08
50  0.0002248673242 1.032453652e-08
51  0.0002248673242 1.032454858e-08
52  0.0002248673242 1.032454858e-08
53  0.0002248673242 1.032454858e-08
54  0.0002248673242 1.032454858e-08
55  0.0002248673242 1.032454858e-08
56  0.0002248673242 1.032454858e-08
57  0.0002248673242 1.032454858e-08
58  0.0002248673242 1.032454858e-08
59  0.0002248673242 1.032454858e-08
60  0.0002248673242 1.032454858e-08
61  0.0002248673242 1.032454858e-08
62  0.0002248673242 1.032454858e-08
63  0.0002248673242 1.032454858e-08
64  0.0002248673242 1.032454858e-08
65  0.0002248673242 1.032454858e-08
66  0.0002248673242 1.032454858e-08
67  0.0002248673242 1.032454858e-08
68  0.0002248673242 1.032454858e-08
69  0.0002248673242 1.032454858e-08
70  0.0002248673242 1.032454858e-08
71  0.0002248673242 1.032454858e-08
72  0.0002248673242 1.032454858e-08
73  0.0002248673242 1.032454858e-08
74  0.0002248673242 1.032454858e-08
75  0.0002248673242 1.032454858e-08
76  0.0002248673242 1.032454858e-08
77  0.0002248673242 1.032454858e-08
78  0.0002248673242 1.032454858e-08
79  0.0002248673242 1.032454858e-08
80  0.0002248673242 1.032454858e-08
81  0.0002248673242 1.032454858e-08
82  0.0002248673242 1.032454858e-08
83  0.0002248673242 1.032454858e-08
84  0.0002248673242 1.032454858e-08
85  0.0002248673242 1.032454858e-08
86  0.0002248673242 1.032454858e-08
87  0.0002248673242 1.032454858e-08
88  0.0002248673242 1.032454858e-08
89  0.0002248673242 1.032454858e-08
90  0.0002248673242 1.032454858e-08
91  0.0002248673242 1.032454858e-08
92  0.0002248673242 1.032454858e-08
93  0.0002248673242 1.032454858e-08
94  0.0002248673242 1.032454858e-08
95  0.0002248673242 1.032454858e-08
96  0.0002248673242 1.032454858e-08
97  0.0002248673242 1.032454858e-08
98  0.0002248673242 1.032454858e-08
99  0.0002248673242 1.032454858e-08
100  0.0002248673242 1.032454858e-08
