0  -3.2 21439.62593
1  5.62 37377.71804
2  -6.728 44966.56352
3  6.2374 41494.93212
4  -4.653536 31132.72422
5  2.9701192 19706.63522
6  -1.60407392 10796.98044
7  0.797377468 5217.41778
8  -0.3232998464 2255.968058
9  0.1473846256 882.8539936
10  -0.03233126368 315.6053353
11  0.03056929759 103.8554298
12  0.01024757779 31.6626635
13  0.01634409373 8.992764504
14  0.01463706927 2.390755337
15  0.01508516319 0.5974186212
16  0.01497445763 0.1408361214
17  0.01500028893 0.03142331856
18  0.01499457885 0.006655083952
19  0.01499577797 0.001341380576
20  0.01499553815 0.0002579123293
21  0.01499558393 4.740722538e-05
22  0.01499557557 8.346780261e-06
23  0.01499557703 1.410170723e-06
24  0.01499557679 2.289970406e-07
25  0.01499557683 3.579159666e-08
26  0.01499557682 5.397749739e-09
27  0.01499557682 7.806475937e-10
28  0.01499557682 1.14155337e-10
29  0.01499557682 1.111707326e-11
30  0.01499557682 5.853526606e-12
31  0.01499557682 3.620857367e-12
32  0.01499557682 3.910063227e-12
33  0.01499557682 3.875358523e-12
34  0.01499557682 3.875358523e-12
35  0.01499557682 3.875358523e-12
36  0.01499557682 3.875358523e-12
37  0.01499557682 3.875358523e-12
38  0.01499557682 3.875358523e-12
39  0.01499557682 3.875358523e-12
40  0.01499557682 3.875358523e-12
41  0.01499557682 3.875358523e-12
42  0.01499557682 3.875358523e-12
43  0.01499557682 3.875358523e-12
44  0.01499557682 3.875358523e-12
45  0.01499557682 3.875358523e-12
46  0.01499557682 3.875358523e-12
47  0.01499557682 3.875358523e-12
48  0.01499557682 3.875358523e-12
49  0.01499557682 3.875358523e-12
50  0.01499557682 3.875358523e-12
51  0.01499557682 3.875358523e-12
52  0.01499557682 3.875358523e-12
53  0.01499557682 3.875358523e-12
54  0.01499557682 3.875358523e-12
55  0.01499557682 3.875358523e-12
56  0.01499557682 3.875358523e-12
57  0.01499557682 3.875358523e-12
58  0.01499557682 3.875358523e-12
59  0.01499557682 3.875358523e-12
60  0.01499557682 3.875358523e-12
61  0.01499557682 3.875358523e-12
62  0.01499557682 3.875358523e-12
63  0.01499557682 3.875358523e-12
64  0.01499557682 3.875358523e-12
65  0.01499557682 3.875358523e-12
66  0.01499557682 3.875358523e-12
67  0.01499557682 3.875358523e-12
68  0.01499557682 3.875358523e-12
69  0.01499557682 3.875358523e-12
70  0.01499557682 3.875358523e-12
71  0.01499557682 3.875358523e-12
72  0.01499557682 3.875358523e-12
73  0.01499557682 3.875358523e-12
74  0.01499557682 3.875358523e-12
75  0.01499557682 3.875358523e-12
76  0.01499557682 3.875358523e-12
77  0.01499557682 3.875358523e-12
78  0.01499557682 3.875358523e-12
79  0.01499557682 3.875358523e-12
80  0.01499557682 3.875358523e-12
81  0.01499557682 3.875358523e-12
82  0.01499557682 3.875358523e-12
83  0.01499557682 3.875358523e-12
84  0.01499557682 3.875358523e-12
85  0.01499557682 3.875358523e-12
86  0.01499557682 3.875358523e-12
87  0.01499557682 3.875358523e-12
88  0.01499557682 3.875358523e-12
89  0.01499557682 3.875358523e-12
90  0.01499557682 3.875358523e-12
91  0.01499557682 3.875358523e-12
92  0.01499557682 3.875358523e-12
93  0.01499557682 3.875358523e-12
94  0.01499557682 3.875358523e-12
95  0.01499557682 3.875358523e-12
96  0.01499557682 3.875358523e-12
97  0.01499557682 3.875358523e-12
98  0.01499557682 3.875358523e-12
99  0.01499557682 3.875358523e-12
100  0.01499557682 3.875358523e-12
